,Unnamed: 0,Time Serie,AUS/US,EU/US,NZD/US,UK/US,BRZ/US,CND/US,CHN/US,HNGK/US,INDIA/US,KOR/US,MEX/US,AFR/US,SNG/US,DNM/US,JPN/US,MLY/US,NOR/US,SWD/US,SRLNK/US,SWTZ/US,TIWN/US,THAI/US,AUS_pct,SWTZ_pct,AUS_CDF,SWTZ_CDF
4440,4440,2017-01-09,1.358,0.9455,1.4231,0.8219,3.1916,1.322,6.935,7.7556,68.08,1200.51,21.3375,13.6325,1.4345,7.0291,116.07,4.475,8.5454,9.0441,149.6,1.0148,32.02,35.64,-0.7962597706187347,-0.019704433497536034,4.122847575468558,-33.33048377643616
4441,4441,2017-01-10,1.3569,0.9459,1.4314,0.822,3.1971,1.3208,6.918,7.7542,68.25,1196.96,21.6245,13.6725,1.4348,7.0313,115.74,4.473,8.5949,9.0643,149.6,1.0158,31.92,35.53,-0.08100147275406089,0.09854158454869477,4.041846102714498,-33.23194219188747
4442,4442,2017-01-11,1.3514,0.9523,1.4269,0.8252,3.2024,1.3219,6.9365,7.7554,68.39,1197.59,21.875,13.8375,1.4364,7.0801,116.26,4.47,8.624,9.1003,149.8,1.0203,31.9,35.55,-0.4053356916500883,0.4430005906674417,3.6365104110644095,-32.78894160122003
4443,4443,2017-01-12,1.3319,0.9376,1.401,0.8189,3.1821,1.313,6.889,7.7541,67.99,1170.93,21.7045,13.4675,1.4221,6.97,113.87,4.456,8.4988,8.9121,149.8,1.0066,31.49,35.29,-1.4429480538700523,-1.3427423306870523,2.193562357194357,-34.131683931907084
4444,4444,2017-01-13,1.3367,0.9412,1.4075,0.8198,3.2077,1.3134,6.8985,7.7548,68.16,1177.81,21.5435,13.4425,1.4313,6.9977,115.03,4.46,8.506,8.9143,149.8,1.0098,31.6,35.42,0.3603874164727072,0.3179018478044915,2.5539497736670644,-33.81378208410259
4446,4446,2017-01-17,1.3263,0.935,1.3922,0.8072,3.2077,1.306,6.852,7.7559,67.9,1161.61,21.5825,13.495,1.4171,6.9532,112.96,4.46,8.4667,8.9119,149.65,1.0028,31.38,35.3,-0.7780354604623341,-0.693206575559524,1.7759143132047304,-34.50698865966211
4447,4447,2017-01-18,1.324,0.9362,1.3931,0.8124,3.2242,1.3175,6.836,7.7563,68.12,1170.73,21.851,13.505,1.4235,6.9614,113.4,4.443,8.4536,8.9134,150.1,1.0028,31.53,35.3,-0.1734147628741578,0.0,1.6024995503305726,-34.50698865966211
4448,4448,2017-01-19,1.3254,0.9407,1.3945,0.8118,3.2024,1.3327,6.868,7.7568,68.1,1177.03,21.891,13.6,1.4289,6.9955,115.3,4.447,8.4648,8.977,149.7,1.0094,31.6,35.42,0.1057401812688763,0.6581571599521441,1.7082397315994489,-33.848831499709966
4450,4450,2017-01-23,1.3221,0.9311,1.386,0.801,3.1685,1.3283,6.8514,7.7559,68.11,1165.82,21.4355,13.5,1.4186,6.9233,112.9,4.436,8.3693,8.8427,149.9,0.999,31.41,35.26,-0.24898143956539887,-1.0303150386368198,1.45925829203405,-34.87914653834679
4451,4451,2017-01-24,1.3186,0.9303,1.3772,0.798,3.1695,1.3152,6.8555,7.7567,68.12,1165.25,21.384,13.3375,1.4178,6.9177,113.63,4.433,8.3274,8.8411,149.95,0.9998,31.31,35.22,-0.2647303532259282,0.0800800800800916,1.1945279388081218,-34.799066458266694
4452,4452,2017-01-25,1.3219,0.9308,1.3759,0.7924,3.1697,1.3074,6.8812,7.7572,68.04,1164.13,21.311,13.2625,1.4168,6.9214,113.6,4.437,8.3213,8.8254,150.05,0.9996,31.31,35.22,0.2502654330350351,-0.02000400080015563,1.444793371843157,-34.81907045906685
4453,4453,2017-01-26,1.3278,0.9372,1.3827,0.795,3.1892,1.3104,6.8768,7.7576,68.17,1169.61,21.295,13.3825,1.425,6.9694,114.7,4.427,8.3583,8.8582,150.05,1.0011,31.42,35.32,0.4463272562221121,0.15006002400961282,1.891120628065269,-34.66901043505724
4454,4454,2017-01-27,1.3247,0.9355,1.378,0.798,3.1537,1.3108,6.8768,7.758,68.06,1175.73,21.0245,13.49,1.4281,6.9568,115.16,4.43,8.3346,8.8499,150.0,0.9992,31.5,35.28,-0.2334688959180653,-0.1897912296473958,1.6576517321472037,-34.858801664704636
4455,4455,2017-01-30,1.3235,0.9362,1.3734,0.8014,3.1152,1.3092,6.8768,7.7575,67.8,1171.27,20.753,13.535,1.422,6.9629,113.86,4.43,8.3181,8.8396,150.2,0.9976,31.38,35.21,-0.09058654789764198,-0.16012810248198228,1.5670651842495618,-35.01892976718662
4456,4456,2017-01-31,1.3189,0.9264,1.3644,0.7946,3.1477,1.303,6.8768,7.7579,67.48,1151.45,20.8355,13.5075,1.4095,6.8894,112.72,4.428,8.2444,8.7525,150.1,0.9888,31.19,35.09,-0.3475632791839822,-0.8821170809943935,1.2195019050655795,-35.90104684818101
4457,4457,2017-02-01,1.3221,0.9295,1.3791,0.791,3.153,1.3088,6.8768,7.7593,67.4,1154.45,20.8155,13.425,1.4151,6.914,113.29,4.428,8.2492,8.7643,150.5,0.993,31.17,35.12,0.24262643111685467,0.42475728155340065,1.4621283361824342,-35.476289566627614
4458,4458,2017-02-02,1.3033,0.9258,1.3687,0.7974,3.1245,1.3018,6.8768,7.7594,67.2,1139.9,20.626,13.3675,1.4086,6.885,112.48,4.422,8.2157,8.7176,150.2,0.9894,31.0,35.05,-1.4219801830421375,-0.3625377643504568,0.04014815314029674,-35.83882733097807
4459,4459,2017-02-03,1.3011,0.9266,1.3657,0.7997,3.1157,1.3003,6.865,7.7582,67.18,1134.65,20.3565,13.23,1.407,6.8919,112.42,4.426,8.2061,8.7681,150.2,0.991,30.79,35.01,-0.16880227115783075,0.16171417020416357,-0.128654118017534,-35.67711316077391
4460,4460,2017-02-06,1.3087,0.9319,1.3691,0.8032,3.1181,1.3116,6.86,7.7579,67.2,1134.87,20.517,13.4,1.4113,6.9299,112.32,4.427,8.2552,8.8343,150.53,0.9934,30.89,35.01,0.5841211282760828,0.24217961654893205,0.45546701025854874,-35.434933544224975
4461,4461,2017-02-07,1.3096,0.9355,1.3669,0.8009,3.1235,1.3166,6.8821,7.7586,67.35,1142.89,20.6415,13.4175,1.4163,6.9536,112.14,4.434,8.3121,8.8625,150.5,0.997,31.06,35.02,0.06877053564606772,0.3623917857861869,0.5242375459046165,-35.07254175843879
4462,4462,2017-02-08,1.3075,0.9339,1.3657,0.7973,3.119,1.3156,6.87,7.7588,67.04,1143.25,20.499,13.3875,1.4149,6.9432,111.74,4.437,8.3037,8.8331,150.5,0.9934,31.03,34.99,-0.1603543066585167,-0.36108324974925,0.3638832392460998,-35.43362500818804
4463,4463,2017-02-09,1.3118,0.9383,1.3924,0.799,3.1291,1.3139,6.866,7.7575,66.71,1149.88,20.4155,13.3925,1.4195,6.9757,113.24,4.437,8.338,8.9006,150.5,1.0013,31.06,35.06,0.32887189292543084,0.7952486410308213,0.6927551321715306,-34.638376367157214
4464,4464,2017-02-10,1.3011,0.939,1.3875,0.7999,3.1092,1.3073,6.8775,7.7588,66.8,1146.78,20.3135,13.38,1.4194,6.9809,113.22,4.442,8.3656,8.9,150.35,1.0028,30.94,35.06,-0.8156731209025936,0.1498052531708538,-0.12291798873106297,-34.48857111398636
4465,4465,2017-02-13,1.3082,0.9431,1.3937,0.7994,3.1106,1.3072,6.8776,7.7592,66.99,1150.16,20.325,13.3125,1.4235,7.014,113.79,4.447,8.3858,8.9362,150.45,1.0054,30.96,35.09,0.5456921066789633,0.2592740327084231,0.4227741179479003,-34.229297081277934
4466,4466,2017-02-14,1.3092,0.9454,1.3978,0.8022,3.1074,1.3092,6.8649,7.7595,66.88,1139.33,20.345,13.1625,1.4204,7.0301,114.34,4.448,8.4049,8.94,150.43,1.0072,30.78,35.05,0.07644091117564589,0.1790332206087264,0.4992150291235462,-34.050263860669205
4467,4467,2017-02-15,1.299,0.9437,1.3885,0.8022,3.0557,1.3082,6.8685,7.7604,66.85,1136.46,20.29,12.9625,1.4202,7.0159,114.17,4.447,8.3425,8.9191,150.58,1.0062,30.73,35.01,-0.7791017415215373,-0.09928514694202972,-0.2798867123979911,-34.149549007611235
4468,4468,2017-02-16,1.2997,0.9381,1.3837,0.8015,3.0744,1.3056,6.8517,7.7598,67.12,1140.57,20.3405,13.05,1.4186,6.9731,113.36,4.451,8.2965,8.8612,150.6,0.9992,30.75,34.98,0.05388760585065544,-0.6956867421983759,-0.22599910654733568,-34.84523574980961
4469,4469,2017-02-17,1.306,0.9422,1.3924,0.8046,3.1038,1.3114,6.864,7.761,67.09,1150.73,20.4615,13.0975,1.4197,7.0025,112.86,4.451,8.3382,8.9175,151.13,1.0022,30.9,34.98,0.4847272447487949,0.30024019215373343,0.25872813820145923,-34.54499555765588
4471,4471,2017-02-21,1.3034,0.9478,1.3974,0.8022,3.0932,1.3149,6.881,7.7605,67.0,1143.63,20.423,13.12,1.4204,7.0447,113.48,4.4555,8.3553,8.9677,151.25,1.0083,30.8,35.03,-0.19908116385912722,0.6086609459189818,0.059646974342332015,-33.936334611736896
4472,4472,2017-02-22,1.3016,0.9474,1.3965,0.8028,3.0778,1.3188,6.8765,7.7599,66.95,1142.15,19.9155,13.065,1.4157,7.0414,113.46,4.451,8.3638,8.982,152.0,1.0109,30.77,35.0,-0.13810035292310952,0.257859763959134,-0.0784533785807775,-33.678474847777764
4473,4473,2017-02-23,1.296,0.9446,1.3822,0.7969,3.0645,1.3109,6.8622,7.7595,66.68,1129.84,19.735,12.8975,1.4058,7.0212,112.68,4.447,8.3317,8.986,152.0,1.0062,30.61,34.96,-0.43023970497849673,-0.46493223859925825,-0.5086930835592742,-34.143407086377024
4474,4474,2017-02-24,1.3019,0.9452,1.3887,0.8001,3.1123,1.3106,6.8645,7.7609,66.68,1130.41,19.869,12.9275,1.4039,7.0263,112.26,4.437,8.3375,8.9994,151.85,1.0055,30.64,34.85,0.45524691358025393,-0.06956867421983315,-0.0534461699790203,-34.212975760596855
4475,4475,2017-02-27,1.2999,0.9413,1.3843,0.8017,3.1085,1.31,6.8675,7.7611,66.69,1130.14,19.829,12.925,1.4004,6.996,112.01,4.437,8.34,9.0134,151.75,1.0051,30.72,34.82,-0.15362162992549333,-0.0397812033813949,-0.20706779990451363,-34.25275696397825
4476,4476,2017-02-28,1.3011,0.9418,1.3833,0.8047,3.1085,1.3247,6.8665,7.7627,66.67,1129.17,19.9975,13.1,1.399,7.0005,112.06,4.438,8.3667,9.0098,151.25,1.0022,30.64,34.89,0.09231479344564697,-0.28852850462641744,-0.11475300645886666,-34.54128546860467
4477,4477,2017-03-01,1.3048,0.9466,1.4023,0.8118,3.1028,1.3345,6.8794,7.7632,66.83,1140.75,19.8785,13.0325,1.4088,7.0363,113.66,4.4455,8.3996,9.0293,151.25,1.0072,30.76,34.96,0.2843747598186175,0.49890241468770746,0.16962175335975083,-34.042383053916964
4478,4478,2017-03-02,1.3196,0.9511,1.4142,0.8152,3.1264,1.3384,6.8868,7.7623,66.75,1146.9,19.9265,13.1,1.4114,7.0695,114.45,4.447,8.4667,9.0664,151.1,1.012,30.88,35.03,1.134273451870027,0.4765687053216672,1.3038952052297779,-33.565814348595296
4479,4479,2017-03-03,1.3229,0.9477,1.4261,0.8164,3.1385,1.3419,6.8954,7.7635,66.76,1156.77,19.5775,13.09,1.4155,7.0442,114.6,4.452,8.4754,9.0372,151.1,1.0118,31.03,35.07,0.25007578053954926,-0.019762845849802257,1.5539709857693271,-33.5855771944451
4480,4480,2017-03-06,1.3187,0.9446,1.4288,0.8168,3.1218,1.341,6.8955,7.7634,66.64,1154.36,19.536,13.0,1.4119,7.0217,113.92,4.446,8.4835,9.0115,151.0,1.0114,30.95,35.06,-0.31748431476301686,-0.0395335046451839,1.2364866710063103,-33.625110699090285
4481,4481,2017-03-07,1.3153,0.945,1.432,0.8191,3.1222,1.3413,6.9,7.7643,66.62,1149.87,19.505,12.955,1.4106,7.0242,113.99,4.445,8.4489,8.9966,151.2,1.013,30.92,35.09,-0.25782968074619106,0.15819655922482134,0.9786569902601192,-33.466914139865466
4482,4482,2017-03-08,1.3256,0.9481,1.4438,0.8229,3.1527,1.3479,6.9113,7.7675,66.76,1154.69,19.6045,13.0975,1.4175,7.0478,114.58,4.452,8.5094,9.0444,151.0,1.0146,30.93,35.31,0.7830913099672987,0.15794669299111774,1.761748300227418,-33.30896744687435
4483,4483,2017-03-09,1.3303,0.9446,1.4478,0.822,3.1684,1.3504,6.9086,7.7648,66.64,1158.12,19.7885,13.29,1.4192,7.0229,114.71,4.459,8.5684,9.0305,151.25,1.0131,31.01,35.37,0.3545564272782187,-0.14784151389710676,2.1163047275056366,-33.456808960771454
4484,4484,2017-03-10,1.3278,0.9375,1.4453,0.8225,3.1552,1.3468,6.905,7.765,66.6,1150.37,19.654,13.215,1.4136,6.9682,115.02,4.449,8.6034,9.0139,151.25,1.0104,30.99,35.35,-0.18792753514244032,-0.26650873556410826,1.9283771923631963,-33.72331769633556
4485,4485,2017-03-13,1.3191,0.9372,1.4436,0.8174,3.1524,1.3453,6.905,7.7638,66.15,1150.37,19.559,13.1125,1.413,6.9672,114.61,4.445,8.5456,8.9466,151.45,1.0068,30.99,35.35,-0.6552191595119883,-0.3562945368171033,1.273158032851208,-34.079612233152666
4486,4486,2017-03-14,1.3201,0.9394,1.4424,0.8218,3.159,1.3462,6.913,7.768,65.76,1148.54,19.626,13.14,1.414,6.9827,114.63,4.448,8.5977,8.9471,151.4,1.0078,30.94,35.29,0.07580926389205711,0.09932459276917882,1.348967296743265,-33.98028764038349
4487,4487,2017-03-15,1.317,0.9407,1.4376,0.8182,3.1576,1.3451,6.9132,7.7689,65.62,1144.16,19.449,13.0275,1.4121,6.9926,114.66,4.446,8.5983,8.9571,151.6,1.008,30.83,35.25,-0.23483069464435014,0.01984520738240736,1.114136602098915,-33.96044243300108
4488,4488,2017-03-16,1.3033,0.9313,1.4329,0.8084,3.1194,1.3316,6.913,7.7611,65.4,1148.54,19.1725,12.7375,1.4012,6.9236,113.02,4.448,8.517,8.8241,151.4,0.9953,30.94,35.29,-1.0402429764616583,-1.2599206349206415,0.07389362563725665,-35.22036306792172
4489,4489,2017-03-17,1.3004,0.9309,1.4269,0.8083,3.106,1.3366,6.9,7.7614,65.38,1128.67,19.132,12.7425,1.402,6.9207,112.67,4.434,8.4633,8.8167,151.75,0.9978,30.52,34.86,-0.22251208470803752,0.2511805485783336,-0.14861845907078086,-34.969182519343384
4490,4490,2017-03-20,1.2932,0.9299,1.4184,0.8087,3.0812,1.3357,6.905,7.7651,65.3,1112.29,19.0205,12.63,1.3957,6.9136,112.59,4.425,8.4648,8.8247,151.98,0.9966,30.38,34.61,-0.5536757920639901,-0.12026458208057589,-0.702294251134771,-35.08944710142396
4491,4491,2017-03-21,1.2958,0.9251,1.4158,0.8013,3.084,1.3321,6.883,7.7657,65.31,1118.23,19.0915,12.615,1.3982,6.8788,111.9,4.423,8.4609,8.789,151.5,0.9936,30.43,34.66,0.2010516548097918,-0.3010234798314304,-0.5012425963249791,-35.390470581255386
4492,4492,2017-03-22,1.3031,0.9259,1.4172,0.8015,3.0863,1.3347,6.8785,7.7664,65.45,1117.91,19.0645,12.56,1.3983,6.8864,111.06,4.425,8.4659,8.7984,151.71,0.99,30.45,34.6,0.5633585429850152,-0.36231884057971175,0.06211594666003606,-35.7527894218351
4493,4493,2017-03-23,1.3082,0.927,1.4198,0.7983,3.1348,1.3332,6.8843,7.7668,65.41,1117.91,18.992,12.495,1.3989,6.8935,111.12,4.427,8.4811,8.8139,151.71,0.9924,30.46,34.58,0.39137441485688207,0.24242424242424399,0.45349036151691813,-35.510365179410854
4494,4494,2017-03-24,1.3125,0.9254,1.4225,0.8006,3.1144,1.3373,6.8803,7.7669,65.4,1116.69,18.852,12.43,1.3991,6.882,111.03,4.423,8.4926,8.8111,151.4,0.991,30.32,34.55,0.3286959180553328,-0.14107214832728143,0.782186279572251,-35.65143732773814
4495,4495,2017-03-27,1.3118,0.9189,1.4174,0.7947,3.1197,1.3367,6.8687,7.7672,65.05,1108.3,18.8205,12.7425,1.3926,6.8369,110.48,4.409,8.4662,8.7701,151.7,0.983,30.14,34.35,-0.05333333333332746,-0.8072653884964698,0.7288529462389235,-36.458702716234605
4496,4496,2017-03-28,1.307,0.9215,1.4211,0.7998,3.1298,1.3363,6.8779,7.7668,65.02,1111.51,18.865,12.9,1.3932,6.8569,110.56,4.414,8.4915,8.7864,151.8,0.985,30.17,34.36,-0.36590943741424686,0.20345879959309254,0.36294350882467663,-36.25524391664151
4497,4497,2017-03-29,1.3055,0.9297,1.4235,0.8057,3.1175,1.3372,6.8879,7.7688,64.87,1112.28,18.83,13.025,1.3955,6.9176,111.05,4.417,8.5214,8.8801,152.05,0.9966,30.21,34.42,-0.11476664116295554,1.1776649746192858,0.2481768676617211,-35.07757894202223
4498,4498,2017-03-30,1.3045,0.9323,1.4239,0.8007,3.1203,1.3278,6.887,7.7702,64.85,1114.11,18.665,12.8075,1.3942,6.9334,111.36,4.419,8.5484,8.9092,151.98,0.9969,30.29,34.4,-0.07659900421295163,0.030102347983129718,0.17157786344876946,-35.0474765940391
4499,4499,2017-03-31,1.3092,0.9348,1.4284,0.7976,3.1628,1.3321,6.8832,7.7714,64.85,1117.48,18.829,13.4225,1.3967,6.9523,111.41,4.424,8.5756,8.9349,152.03,0.9998,30.38,34.32,0.3602912993484031,0.2909017955662563,0.5318691627971726,-34.75657479847284
4500,4500,2017-04-03,1.3156,0.9385,1.4292,0.8013,3.1183,1.3388,6.8832,7.7708,65.03,1117.65,18.7325,13.705,1.3975,6.98,110.96,4.426,8.5918,8.9639,151.75,1.0029,30.33,34.35,0.48884815154293104,0.3100620124024678,1.0207173143401036,-34.44651278607037
4501,4501,2017-04-04,1.3215,0.9377,1.4333,0.8041,3.1147,1.3413,6.8832,7.7707,65.1,1122.61,18.818,13.5375,1.3985,6.9738,110.74,4.43,8.5918,9.0014,151.7,1.0022,30.47,34.45,0.44846457889935465,-0.06979758699769967,1.4691818932394582,-34.51631037306807
4502,4502,2017-04-05,1.3201,0.938,1.4378,0.8008,3.0932,1.341,6.892,7.7687,64.87,1126.58,18.7235,13.7525,1.4009,6.9749,111.2,4.4295,8.5984,8.978,151.55,1.005,30.4,34.55,-0.10594021944758669,0.2793853522250922,1.3632416737918716,-34.23692502084298
4503,4503,2017-04-06,1.3247,0.9389,1.4341,0.8009,3.1087,1.3409,6.8955,7.769,64.58,1131.21,18.745,13.77,1.4023,6.9817,111.02,4.435,8.6163,9.0076,151.7,1.0046,30.51,34.64,0.34845845011741705,-0.03980099502487455,1.7117001239092886,-34.27672601586786
4504,4504,2017-04-07,1.3305,0.942,1.4374,0.8066,3.1258,1.3396,6.8978,7.7691,64.26,1133.89,18.648,13.77,1.4021,7.0046,110.76,4.4335,8.6268,9.0503,151.6,1.0066,30.56,34.57,0.43783498150524736,0.1990842126219361,2.149535105414536,-34.077641803245925
4505,4505,2017-04-10,1.3333,0.9429,1.4358,0.8053,3.1443,1.3347,6.8988,7.7697,64.55,1141.24,18.691,13.9025,1.4045,7.0116,110.95,4.433,8.6175,9.0635,151.37,1.0077,30.57,34.61,0.21044720030063413,0.10927876018280713,2.35998230571517,-33.96836304306312
4506,4506,2017-04-11,1.3339,0.9422,1.4376,0.801,3.1456,1.3333,6.8893,7.7707,64.55,1147.77,18.7485,13.8275,1.4029,7.0046,109.74,4.431,8.5961,9.045,152.23,1.0072,30.63,34.55,0.04500112502814346,-0.04961794184776824,2.4049834307433136,-34.01798098491089
4507,4507,2017-04-12,1.336,0.9424,1.444,0.8,3.1519,1.3302,6.889,7.7708,64.68,1138.83,18.7665,13.6225,1.3999,7.0081,109.54,4.425,8.5817,9.0165,152.13,1.0054,30.55,34.45,0.15743309093634306,-0.17871326449563352,2.5624165216796566,-34.19669424940653
4508,4508,2017-04-13,1.3184,0.9407,1.4263,0.7986,3.1309,1.3266,6.8865,7.7737,64.42,1133.32,18.535,13.4225,1.3975,6.9975,109.23,4.41,8.5506,9.0255,151.98,1.0047,30.32,34.31,-1.3173652694610793,-0.0696240302367368,1.2450512522185773,-34.266318279643265
4509,4509,2017-04-14,1.3201,0.9412,1.4267,0.798,3.1445,1.3316,6.8835,7.7726,64.42,1136.67,18.5293,13.415,1.3969,7.0021,108.63,4.405,8.5741,9.0289,151.83,1.0038,30.31,34.34,0.12894417475728392,-0.0895789787996315,1.3739954269758612,-34.355897258442894
4510,4510,2017-04-17,1.3151,0.9381,1.4229,0.7945,3.1036,1.3277,6.88,7.7722,64.53,1134.25,18.548,13.295,1.3954,6.978,108.46,4.403,8.5355,8.9864,151.8,1.0022,30.32,34.25,-0.37875918491023786,-0.1593943016537258,0.9952362420656233,-34.51529156009662
4511,4511,2017-04-18,1.324,0.9341,1.4217,0.7831,3.0997,1.3381,6.8778,7.7743,64.56,1143.89,18.478,13.285,1.3967,6.9471,108.4,4.409,8.5192,8.9737,151.8,0.9978,30.39,34.34,0.6767546194205831,-0.4390341249251639,1.6719908614862065,-34.954325685021786
4512,4512,2017-04-19,1.3333,0.934,1.4282,0.7819,3.1399,1.3467,6.886,7.7741,64.62,1142.37,18.868,13.3025,1.3987,6.9475,109.06,4.3985,8.5757,8.982,152.0,0.9986,30.4,34.39,0.702416918428983,0.08017638805370986,2.3744077799151895,-34.87414929696808
4513,4513,2017-04-20,1.3263,0.9295,1.4251,0.7794,3.1466,1.3479,6.88,7.7746,64.61,1136.29,18.848,13.1875,1.3965,6.9136,109.34,4.396,8.5861,8.9546,151.95,0.996,30.37,34.37,-0.525013125328122,-0.26036451031444807,1.8493946545870674,-35.134513807282524
4514,4514,2017-04-21,1.3264,0.9351,1.4245,0.7823,3.1475,1.3502,6.8845,7.7757,64.65,1134.22,18.8425,13.1575,1.3968,6.9533,109.08,4.398,8.6779,9.0155,152.0,0.9987,30.34,34.37,0.007539772298881253,0.2710843373493921,1.8569344268859487,-34.86342946993313
4515,4515,2017-04-24,1.3231,0.922,1.4247,0.7823,3.1254,1.3517,6.884,7.7795,64.48,1132.19,18.69,12.985,1.3933,6.8489,109.74,4.398,8.5628,8.8732,152.0,0.9964,30.23,34.37,-0.24879372738239036,-0.23029938920597903,1.6081406995035583,-35.09372885913911
4516,4516,2017-04-25,1.3266,0.914,1.4391,0.7791,3.1669,1.3614,6.8824,7.7796,64.32,1126.54,18.9305,13.0875,1.3927,6.8004,110.88,4.369,8.5518,8.7675,151.75,0.9925,30.06,34.4,0.2645302698208729,-0.3914090726615749,1.8726709693244312,-35.485137931800686
4517,4517,2017-04-26,1.3401,0.9198,1.4535,0.7789,3.1961,1.3591,6.8918,7.7806,64.08,1133.17,19.149,13.2825,1.3977,6.843,111.52,4.346,8.5902,8.7855,151.9,0.9957,30.1,34.48,1.017639077340582,0.3224181360201417,2.890310046665013,-35.162719795780546
4518,4518,2017-04-27,1.3419,0.9205,1.459,0.7759,3.1867,1.3664,6.8958,7.7801,64.14,1133.83,19.119,13.3725,1.3975,6.8471,111.13,4.345,8.5935,8.8499,152.1,0.9948,30.12,34.62,0.1343183344526544,-0.09038867128653427,3.0246283811176675,-35.25310846706708
4519,4519,2017-04-28,1.3378,0.9179,1.4577,0.7729,3.1896,1.3669,6.89,7.7779,64.27,1136.99,18.934,13.335,1.397,6.8271,111.44,4.339,8.5726,8.8635,152.1,0.9944,30.19,34.58,-0.30553692525523424,-0.040209087253728626,2.7190914558624333,-35.29331755432081
4520,4520,2017-05-01,1.3273,0.9164,1.4463,0.7742,3.176,1.3653,6.89,7.7775,64.25,1134.87,18.761,13.375,1.3958,6.8157,111.78,4.339,8.5838,8.8281,151.95,0.9955,30.16,34.58,-0.7848706832112584,0.11061946902655162,1.9342207726511749,-35.182698085294255
4521,4521,2017-05-02,1.3293,0.9166,1.4445,0.7739,3.1685,1.3742,6.8949,7.781,64.16,1129.16,18.78,13.285,1.3951,6.8158,112.06,4.326,8.5941,8.8291,151.95,0.9913,30.02,34.47,0.15068183530475565,-0.42189854344550914,2.0849026079559305,-35.60459662873976
4522,4522,2017-05-03,1.3421,0.9158,1.4468,0.7742,3.1443,1.3705,6.8968,7.781,64.17,1131.25,18.795,13.3525,1.3951,6.8106,112.34,4.317,8.6191,8.8148,151.86,0.9913,30.05,34.51,0.9629128112540464,0.0,3.047815419209977,-35.60459662873976
4523,4523,2017-05-04,1.3508,0.9118,1.459,0.7746,3.1823,1.3745,6.8959,7.7815,64.22,1134.2,19.0145,13.615,1.4008,6.781,112.7,4.326,8.6774,8.816,152.25,0.989,30.12,34.63,0.648237836226806,-0.23201856148491462,3.696053255436783,-35.83661519022468
4524,4524,2017-05-05,1.3488,0.9094,1.4461,0.7722,3.1703,1.3699,6.9021,7.7839,64.31,1136.49,19.004,13.4775,1.4041,6.7622,112.63,4.335,8.6022,8.7941,152.25,0.9876,30.18,34.67,-0.14806040864673298,-0.14155712841252832,3.54799284679005,-35.978172318637206
4525,4525,2017-05-08,1.3539,0.9151,1.4472,0.7727,3.2003,1.3712,6.904,7.784,64.32,1132.91,19.1055,13.6,1.4049,6.8086,112.84,4.335,8.6445,8.8372,152.15,0.9979,30.13,34.62,0.3781138790035721,1.042932361279858,3.926106725793622,-34.935239957357346
4526,4526,2017-05-09,1.3602,0.9195,1.4495,0.7729,3.1818,1.3715,6.906,7.7831,64.66,1134.84,19.1225,13.59,1.4112,6.8429,114.19,4.345,8.6802,8.8876,152.2,1.0074,30.24,34.77,0.46532240194991914,0.9519991983164777,4.391429127743541,-33.98324075904087
4527,4527,2017-05-10,1.3545,0.9197,1.4397,0.7729,3.1531,1.3652,6.9011,7.7864,64.53,1132.13,18.9705,13.45,1.4099,6.8416,114.02,4.345,8.608,8.913,152.05,1.0088,30.2,34.73,-0.4190560211733585,0.13897161008535885,3.972373106570182,-33.84426914895551
4528,4528,2017-05-11,1.3561,0.92,1.4601,0.7761,3.1494,1.3693,6.9033,7.7896,64.43,1127.51,18.8825,13.33,1.4084,6.8457,113.77,4.346,8.5924,8.8799,152.01,1.0061,30.18,34.72,0.11812476928756421,-0.26764472640760095,4.090497875857746,-34.111913875363115
4529,4529,2017-05-12,1.3519,0.9152,1.4577,0.7764,3.1207,1.3717,6.8972,7.7933,64.24,1121.68,18.764,13.375,1.4044,6.8093,113.3,4.344,8.5713,8.8439,152.4,1.0008,30.15,34.65,-0.3097116731804461,-0.5267866017294565,3.7807862026773003,-34.63870047709257
4530,4530,2017-05-15,1.3468,0.9108,1.4522,0.7742,3.1049,1.3648,6.89,7.7884,64.04,1115.01,18.66,13.16,1.398,6.776,113.54,4.325,8.5416,8.819,152.4,0.9964,30.04,34.53,-0.37724683778386225,-0.43964828137489365,3.403539364893438,-35.07834875846746
4531,4531,2017-05-16,1.3461,0.9032,1.4533,0.7745,3.0903,1.359,6.884,7.7873,64.03,1115.0,18.6195,13.0925,1.3958,6.7187,113.24,4.32,8.4664,8.7982,152.6,0.9878,30.09,34.47,-0.05197505197505059,-0.8631071858691275,3.3515643129183874,-35.94145594433659
4532,4532,2017-05-17,1.3466,0.8981,1.4438,0.7726,3.1015,1.3594,6.8773,7.7867,64.11,1118.67,18.628,13.1675,1.3914,6.6814,111.46,4.321,8.3977,8.7533,152.55,0.9808,30.1,34.47,0.03714434291657298,-0.7086454747924686,3.3887086558349604,-36.65010141912906
4533,4533,2017-05-18,1.3455,0.8985,1.4459,0.7687,3.3823,1.3604,6.888,7.7825,64.87,1129.17,18.9265,13.41,1.3918,6.6849,110.82,4.326,8.4431,8.7755,152.6,0.9763,30.3,34.5,-0.08168721223823505,-0.4588091353996848,3.3070214435967253,-37.10891055452874
